benchmark,method_id,subject_id,outer_fold,BA,NLL
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,13,0,0.78,0.45167070054504366
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,14,0,0.8,0.44944865615639384
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,19,0,0.73,0.6669744084812335
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,2,0,0.83,0.4014263456790821
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,32,0,0.8600000000000001,0.3532959310636047
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,33,0,0.95,0.14165155616319225
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,36,0,0.98,0.05598006546928445
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,40,0,0.8200000000000001,0.39222187396415314
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,47,0,0.95,0.15902709524301153
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,50,0,0.63,0.920101921689427
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,53,0,0.8500000000000001,0.33512245341968483
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,1,1,0.8,0.4560550568380842
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,10,1,0.8,0.44865064066452276
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,16,1,0.87,0.2953651242308397
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,25,1,0.99,0.055347779696024973
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,35,1,0.8899999999999999,0.2791484584203376
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,42,1,0.78,0.5126672875347063
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,43,1,0.9199999999999999,0.23929371150417367
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,45,1,0.94,0.15380230939562767
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,48,1,0.5800000000000001,0.7393502571154618
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,5,1,0.84,0.36229304924583544
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,6,1,0.97,0.0698612438927916
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,18,2,0.9099999999999999,0.21056721737720666
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,22,2,0.8,0.41860565368757896
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,26,2,0.84,0.36320028909289254
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,29,2,0.8400000000000001,0.32931297393966374
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,34,2,0.76,0.6444000059384121
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,4,2,0.8,0.44604261348206137
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,44,2,0.95,0.10387840754999793
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,51,2,0.73,0.5312329949629604
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,52,2,0.8200000000000001,0.5204460723275228
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,54,2,0.82,0.4603275549195958
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,7,2,0.87,0.37335917429736787
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,15,3,0.91,0.28899063413684584
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,17,3,0.64,0.8076495628444402
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,20,3,0.9,0.23458480267597107
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,21,3,0.97,0.06038290890906265
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,24,3,0.58,1.09644853335528
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,27,3,0.94,0.1398254420844913
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,28,3,0.96,0.1116872230054115
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,38,3,0.76,0.490895069485442
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,41,3,0.78,0.564890272251469
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,46,3,0.74,0.714243720194604
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,9,3,0.81,0.4934385816536683
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,11,4,0.72,0.6634221151701577
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,12,4,0.79,0.6877559728633509
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,23,4,0.77,0.7137888755579403
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,3,4,0.97,0.14413179528561437
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,30,4,0.75,0.5813614593781931
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,31,4,0.8300000000000001,0.4081495709150441
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,37,4,0.95,0.16573581172554497
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,39,4,0.8300000000000001,0.5554327171901291
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,49,4,0.87,0.3888250385796343
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,8,4,0.76,0.6862352687809065
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,13,0,0.78,0.4516706989799591
OpenBMI_MI_S1_to_S2,META_GENERIC,13,0,0.78,0.4474974744393739
OpenBMI_MI_S1_to_S2,PERSIST_META,13,0,0.78,0.4516706989799591
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,13,0,0.78,0.44749747599941314
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,13,0,0.78,0.45167070054504366
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,13,0,0.79,0.4493659919046052
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,13,0,0.78,0.4516706997625004
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,14,0,0.8,0.4494486452769181
OpenBMI_MI_S1_to_S2,META_GENERIC,14,0,0.8,0.4494486452769181
OpenBMI_MI_S1_to_S2,PERSIST_META,14,0,0.8,0.4494486452769181
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,14,0,0.8,0.44944865615639384
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,14,0,0.8,0.44944865615639384
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,14,0,0.8,0.4494486507166524
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,14,0,0.8,0.4494486507166524
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,19,0,0.73,0.6669744141031945
OpenBMI_MI_S1_to_S2,META_GENERIC,19,0,0.76,0.5516589829081011
OpenBMI_MI_S1_to_S2,PERSIST_META,19,0,0.73,0.6270887894256907
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,19,0,0.76,0.5516589771103623
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,19,0,0.73,0.627088783380268
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,19,0,0.75,0.6060288764206283
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,19,0,0.73,0.6467252238859098
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,2,0,0.83,0.4014263474040984
OpenBMI_MI_S1_to_S2,META_GENERIC,2,0,0.84,0.3947090406913486
OpenBMI_MI_S1_to_S2,PERSIST_META,2,0,0.83,0.4014263474040984
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,2,0,0.84,0.3947090390011717
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,2,0,0.83,0.4014263456790821
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,2,0,0.84,0.3977527117664479
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,2,0,0.83,0.40142634654158654
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,32,0,0.8600000000000001,0.35329593311599744
OpenBMI_MI_S1_to_S2,META_GENERIC,32,0,0.87,0.32525195467802137
OpenBMI_MI_S1_to_S2,PERSIST_META,32,0,0.8600000000000001,0.337170789726315
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,32,0,0.87,0.3252519526639211
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,32,0,0.8600000000000001,0.33717078750735413
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,32,0,0.8600000000000001,0.33740224854116163
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,32,0,0.8600000000000001,0.34479500293126997
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,33,0,0.95,0.14165155295501997
OpenBMI_MI_S1_to_S2,META_GENERIC,33,0,0.95,0.1558812156279676
OpenBMI_MI_S1_to_S2,PERSIST_META,33,0,0.95,0.14165155295501997
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,33,0,0.95,0.15588121940180932
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,33,0,0.95,0.14165155616319228
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,33,0,0.95,0.14838571680388532
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,33,0,0.95,0.14165155455910253
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,36,0,0.98,0.05598006707745518
OpenBMI_MI_S1_to_S2,META_GENERIC,36,0,0.98,0.05598006707745518
OpenBMI_MI_S1_to_S2,PERSIST_META,36,0,0.98,0.05598006707745518
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,36,0,0.98,0.05598006546928445
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,36,0,0.98,0.05598006546928445
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,36,0,0.98,0.05598006627335431
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,36,0,0.98,0.05598006627335431
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,40,0,0.8200000000000001,0.39222187173884676
OpenBMI_MI_S1_to_S2,META_GENERIC,40,0,0.8200000000000001,0.36207635925201387
OpenBMI_MI_S1_to_S2,PERSIST_META,40,0,0.8200000000000001,0.37004869567978643
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,40,0,0.8200000000000001,0.3620763608900478
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,40,0,0.8200000000000001,0.37004869757723746
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,40,0,0.8200000000000001,0.37641489260283395
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,40,0,0.8200000000000001,0.38057644533501045
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,47,0,0.95,0.15902709820602373
OpenBMI_MI_S1_to_S2,META_GENERIC,47,0,0.95,0.15525728017653834
OpenBMI_MI_S1_to_S2,PERSIST_META,47,0,0.95,0.15902709820602373
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,47,0,0.95,0.15525727709631965
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,47,0,0.95,0.1590270952430115
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,47,0,0.95,0.15685336071231645
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,47,0,0.95,0.15902709672451582
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,50,0,0.63,0.9201019267250266
OpenBMI_MI_S1_to_S2,META_GENERIC,50,0,0.63,0.7847561200682039
OpenBMI_MI_S1_to_S2,PERSIST_META,50,0,0.62,0.8579921616853788
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,50,0,0.63,0.7847561144285282
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,50,0,0.62,0.8579921566421753
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,50,0,0.63,0.8491337120477322
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,50,0,0.63,0.8884998134997778
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,53,0,0.8500000000000001,0.33512244045387135
OpenBMI_MI_S1_to_S2,META_GENERIC,53,0,0.8500000000000001,0.3341027109873553
OpenBMI_MI_S1_to_S2,PERSIST_META,53,0,0.8500000000000001,0.33512244045387135
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,53,0,0.8500000000000001,0.3341027238448342
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,53,0,0.8500000000000001,0.33512245341968483
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,53,0,0.8500000000000001,0.3345842600967658
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,53,0,0.8500000000000001,0.335122446936773
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,1,1,0.76,0.6333547067488337
OpenBMI_MI_S1_to_S2,META_GENERIC,1,1,0.79,0.5613277769286252
OpenBMI_MI_S1_to_S2,PERSIST_META,1,1,0.79,0.5613277769286252
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,1,1,0.8300000000000001,0.4370954716991985
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,1,1,0.8300000000000001,0.4370954716991985
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,1,1,0.79,0.4901031833380253
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,1,1,0.79,0.4901031833380253
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,10,1,0.79,0.537884335625942
OpenBMI_MI_S1_to_S2,META_GENERIC,10,1,0.79,0.4853233510441535
OpenBMI_MI_S1_to_S2,PERSIST_META,10,1,0.79,0.5121287872480668
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,10,1,0.8,0.5051368791209181
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,10,1,0.8,0.46783627273700085
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,10,1,0.85,0.43200751103212
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,10,1,0.84,0.43380101319924963
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,16,1,0.85,0.28125855890248347
OpenBMI_MI_S1_to_S2,META_GENERIC,16,1,0.85,0.28125855890248347
OpenBMI_MI_S1_to_S2,PERSIST_META,16,1,0.85,0.28270922900823253
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,16,1,0.87,0.2953651242308397
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,16,1,0.85,0.3148570352974293
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,16,1,0.89,0.2720494655527324
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,16,1,0.8799999999999999,0.2757327061586928
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,25,1,1.0,0.04655365595159809
OpenBMI_MI_S1_to_S2,META_GENERIC,25,1,1.0,0.04655365595159809
OpenBMI_MI_S1_to_S2,PERSIST_META,25,1,1.0,0.05423247576683396
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,25,1,0.99,0.05534777969602498
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,25,1,0.99,0.06748627123589986
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,25,1,0.99,0.048989081006153234
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,25,1,0.99,0.05328391534717006
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,35,1,0.87,0.27744222288500775
OpenBMI_MI_S1_to_S2,META_GENERIC,35,1,0.87,0.27744222288500775
OpenBMI_MI_S1_to_S2,PERSIST_META,35,1,0.88,0.28538051338331466
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,35,1,0.8899999999999999,0.2791484584203376
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,35,1,0.8899999999999999,0.29974306959399477
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,35,1,0.87,0.2683902422471628
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,35,1,0.88,0.27323804272862817
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,42,1,0.77,0.538155890666934
OpenBMI_MI_S1_to_S2,META_GENERIC,42,1,0.77,0.538155890666934
OpenBMI_MI_S1_to_S2,PERSIST_META,42,1,0.75,0.531094240161631
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,42,1,0.78,0.5126672875347063
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,42,1,0.8,0.5137328823739429
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,42,1,0.77,0.5144167952586323
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,42,1,0.77,0.5122217194274581
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,43,1,0.9099999999999999,0.2419445113968949
OpenBMI_MI_S1_to_S2,META_GENERIC,43,1,0.8899999999999999,0.26129257215859003
OpenBMI_MI_S1_to_S2,PERSIST_META,43,1,0.9199999999999999,0.23944243108240623
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,43,1,0.9099999999999999,0.25897213924860046
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,43,1,0.9099999999999999,0.24522263173049855
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,43,1,0.8899999999999999,0.24404097409705458
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,43,1,0.9199999999999999,0.2345941147926578
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,45,1,0.94,0.17467307190621081
OpenBMI_MI_S1_to_S2,META_GENERIC,45,1,0.96,0.17464060705571754
OpenBMI_MI_S1_to_S2,PERSIST_META,45,1,0.96,0.17842994041857818
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,45,1,0.94,0.17374148248996396
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,45,1,0.94,0.16871906842999998
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,45,1,0.96,0.15218696657668007
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,45,1,0.96,0.15120519460676277
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,48,1,0.62,0.8127382359143424
OpenBMI_MI_S1_to_S2,META_GENERIC,48,1,0.62,0.8127382359143424
OpenBMI_MI_S1_to_S2,PERSIST_META,48,1,0.63,0.7611746580847206
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,48,1,0.5800000000000001,0.7393502571154618
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,48,1,0.59,0.7053147013798831
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,48,1,0.62,0.7619383038096937
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,48,1,0.63,0.7388468291102643
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,5,1,0.75,0.5187919266790009
OpenBMI_MI_S1_to_S2,META_GENERIC,5,1,0.74,0.5499511947771984
OpenBMI_MI_S1_to_S2,PERSIST_META,5,1,0.75,0.47205998294329576
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,5,1,0.8400000000000001,0.387879744197724
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,5,1,0.85,0.3381639172145689
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,5,1,0.8,0.4387089114492019
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,5,1,0.8300000000000001,0.40626048728137126
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,6,1,0.96,0.10907721319847115
OpenBMI_MI_S1_to_S2,META_GENERIC,6,1,0.96,0.10907721319847115
OpenBMI_MI_S1_to_S2,PERSIST_META,6,1,0.97,0.10095442535217584
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,6,1,0.97,0.06986124389279161
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,6,1,0.97,0.0728725611462977
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,6,1,0.97,0.08178777840205687
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,6,1,0.97,0.07978323270457112
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,18,2,0.87,0.2642309384754511
OpenBMI_MI_S1_to_S2,META_GENERIC,18,2,0.89,0.22496794852981314
OpenBMI_MI_S1_to_S2,PERSIST_META,18,2,0.89,0.22496794852981314
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_RESIDUAL,18,2,0.9299999999999999,0.1945647418686218
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_RESIDUAL,18,2,0.9299999999999999,0.1945647418686218
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_META_GENERIC,18,2,0.8999999999999999,0.20943460168649064
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND_PERSIST_META,18,2,0.8999999999999999,0.20943460168649064
OpenBMI_MI_S1_to_S2,V7_FEATURE_BASE,22,2,0.8500000000000001,0.3395223835266983
